name,capital,tax_rate,sector,radius,x,y
Precision Castparts Corp.,26794,26,Industrials,5.565416786,442,149
"Diamond Offshore Drilling, Inc.",9580,26,Energy,3.32783413,453,128
M&T Bank Corporation,13014,26,Financials,3.878683282,431,134
V.F. Corporation,18862,26,Consumer products,4.669525886,431,144
AmerisourceBergen Corporation,12191,26,Health care,3.754037293,438,129
Invesco Ltd.,12681,26,Financials,3.828738173,461,127
Cameron International Corporation,15476,26,Energy,4.229687459,439,138
Sigma-Aldrich Corporation,9129,26,Materials,3.248557218,431,124
"Varian Medical Systems, Inc.",7714,26,Health care,2.986198922,455,122
"Netflix, Inc.",9130,26,Retailers,3.248735138,446,129
"Philip Morris International, Inc.",155089,27,Consumer products,13.38965586,444,226
McDonald's Corp.,101783,27,Consumer products,10.84717235,431,205
Accenture plc,49763,27,Information technology,7.584591485,430,157
Archer Daniels Midland Company,21951,27,Consumer products,5.037395756,449,138
Nike Inc.,53572,27,Consumer products,7.869512818,460,162
Covidien plc,31698,27,Health care,6.053336931,454,148
"Zimmer Holdings, Inc.",12421,27,Health care,3.789284365,458,135
GameStop Corp.,3566,27,Retailers,2.030343813,437,122
Snap-on Inc.,4819,27,Industrials,2.360246597,443,123
"Fossil, Inc.",5574,27,Consumer products,2.538413678,449,123
Intel Corporation,104416,28,Information technology,10.98657799,487,240
Merck & Co. Inc.,137457,28,Pharma,12.60556591,477,263
3M Company,73048,28,Industrials,9.189313794,471,221
Halliburton Company,35759,28,Energy,6.429417081,496,201
Deere & Company,33689,28,Industrials,6.240551578,494,164
Franklin Resources Inc.,31767,28,Financials,6.059921782,472,167
Anadarko Petroleum Corporation,43985,28,Energy,7.130684399,483,207
Yahoo! Inc.,25858,28,Information technology,5.467343779,483,160
Kellogg Company,23301,28,Consumer products,5.189986127,491,152
Starbucks Corporation,43549,28,Consumer products,7.095255034,488,221
PPG Industries Inc.,18777,28,Materials,4.658992595,506,136
Northern Trust Corporation,13053,28,Financials,3.8844907,473,145
"Thermo Fisher Scientific, Inc.",28016,28,Health care,5.690913459,500,145
Unum Group,7075,28,Insurance,2.859842653,485,126
Rockwell Automation Inc.,12176,28,Industrials,3.751727069,487,133
CR Bard Inc.,8251,28,Health care,3.088390519,489,121
Pitney Bowes Inc.,2966,28,Industrials,1.851673837,473,129
O'Reilly Automotive Inc.,11569,28,Retailers,3.657015723,473,136
Roper Industries Inc.,12194,28,Industrials,3.754499168,496,136
BorgWarner Inc.,8425,28,Consumer products,3.120785158,467,131
JPMorgan Chase & Co.,184773,29,Financials,14.61497821,482,185
Public Service Enterprise Group Inc.,17476,29,Utilities,4.494691981,465,149
"BlackRock, Inc.",42698,29,Financials,7.025588089,458,210
"Waste Management, Inc.",18052,29,Industrials,4.568162869,481,150
"Applied Materials, Inc.",16057,29,Information technology,4.308351425,490,142
Intuit Inc.,18921,29,Information technology,4.676823281,473,156
LyondellBasell Industries NV,33833,29,Materials,6.253874639,470,202
Ralph Lauren Corporation,15385,29,Consumer products,4.21723369,481,140
"IntercontinentalExchange, Inc.",11349,29,Financials,3.622077305,493,128
"Quanta Services, Inc.",5967,29,Industrials,2.626376211,476,125
"Chipotle Mexican Grill, Inc.",10444,29,Consumer products,3.474660271,480,131
Colgate-Palmolive Co.,54989,30,Consumer products,7.972909381,504,188
"CF Industries Holdings, Inc.",11498,30,Materials,3.645776735,513,164
"Staples, Inc.",8929,30,Retailers,3.212775124,513,156
Campbell Soup Company,14197,30,Consumer products,4.051139593,520,159
Textron Inc.,7889,30,Industrials,3.019881455,512,149
Wyndham Worldwide Corporation,8659,30,Consumer products,3.163827429,519,151
"Bemis Company, Inc.",4156,30,Materials,2.191879559,513,142
"F5 Networks, Inc.",5719,30,Information technology,2.571218388,523,147
PVH Corp.,8759,30,Consumer products,3.182043997,506,159
Lennar Corp.,7494,30,Consumer products,2.943308343,506,152
Wal-Mart Stores Inc.,254473,31,Retailers,17.15140776,522,206
Capital One Financial Corp.,31996,31,Financials,6.081724755,529,179
Aetna Inc.,17797,31,Health care,4.535783505,524,168
Illinois Tool Works Inc.,27946,31,Industrials,5.683799433,517,183
Mastercard Incorporated,65605,31,Information technology,8.708580826,506,228
Stryker Corporation,24656,31,Health care,5.338757908,499,175
"Discovery Communications, Inc.",28071,31,Consumer products,5.696496818,500,214
Fluor Corporation,10169,31,Industrials,3.428609631,500,155
Brown-Forman Corporation,15070,31,Consumer products,4.173837563,505,167
"SunTrust Banks, Inc.",15330,31,Financials,4.209688825,516,172
Mead Johnson Nutrition Company,15517,31,Consumer products,4.235286531,509,176
"NYSE Euronext, Inc.",9121,31,Financials,3.247133505,526,153
"FLIR Systems, Inc.",3709,31,Information technology,2.070653037,508,144
"Leggett & Platt, Incorporated",4745,31,Consumer products,2.342054654,518,145
"The Goldman Sachs Group, Inc.",69111,32,Financials,8.938250164,544,252
The Walt Disney Company,106196,32,Consumer products,11.07982744,549,176
Emerson Electric Co.,40429,32,Industrials,6.836367749,546,212
General Dynamics Corp.,24456,32,Industrials,5.317060842,537,188
Discover Financial Services,21654,32,Financials,5.003201375,534,169
Biogen Idec Inc.,45875,32,Pharma,7.282272997,568,230
"Cardinal Health, Inc.",14579,32,Health care,4.105280015,566,155
Nucor Corporation,13963,32,Materials,4.017614715,558,149
Johnson Controls Inc.,22781,32,Consumer products,5.13174785,564,167
"AutoZone, Inc.",14265,32,Retailers,4.060829964,547,158
Quest Diagnostics Inc.,9005,32,Health care,3.226419068,559,141
"Harley-Davidson, Inc.",11532,32,Consumer products,3.651163102,550,150
The Estée Lauder Companies Inc.,24896,32,Consumer products,5.364678555,557,191
Family Dollar Stores Inc.,6878,32,Consumer products,2.819746088,550,142
Nabors Industries Ltd.,4595,32,Energy,2.304738597,529,145
"Stanley Black & Decker, Inc.",12567,32,Industrials,3.811489473,533,153
The Washington Post Company,3258,32,Consumer products,1.940682354,540,140
People's United Financial Inc.,4363,32,Financials,2.245802307,553,137
Occidental Petroleum Corporation,65354,33,Energy,8.69190566,552,236
WellPoint Inc.,20444,33,Health care,4.861405558,557,159
Target Corp.,44422,33,Consumer products,7.166019258,559,218
Walgreen Co.,45157,33,Retailers,7.22506,538,225
"Viacom, Inc.",32442,33,Consumer products,6.123965382,545,198
"The TJX Companies, Inc.",34603,33,Retailers,6.324639753,557,203
"Coach, Inc.",14039,33,Consumer products,4.028533728,529,160
"J. C. Penney Company, Inc.",3488,33,Retailers,2.008015936,545,140
Moody's Corp.,11803,33,Financials,3.69381483,566,145
"Paychex, Inc.",12758,33,Information technology,3.840344776,542,152
"Scripps Networks Interactive, Inc.",9925,33,Consumer products,3.387226004,536,145
Cliffs Natural Resources Inc.,2998,33,Materials,1.86163584,534,139
"The Nasdaq OMX Group, Inc.",4805,33,Financials,2.356815648,543,145
Dollar General Corporation,16479,33,Consumer products,4.364598951,538,160
Rowan Companies plc,4153,33,Energy,2.191088314,548,136
UnitedHealth Group Incorporated,63433,34,Health care,8.563208978,579,193
Costco Wholesale Corporation,46709,34,Retailers,7.348170112,582,223
Kohl's Corp.,10661,34,Retailers,3.510572033,580,180
Murphy Oil Corporation,12145,34,Energy,3.746948091,572,182
The Kroger Co.,16605,34,Retailers,4.381253245,577,206
Progressive Corp.,15460,34,Insurance,4.227500444,568,205
"T. Rowe Price Group, Inc.",19197,34,Financials,4.710810121,587,209
"L Brands, Inc.",13513,34,Retailers,3.952344621,566,196
Laboratory Corp. of America Holdings,8635,34,Health care,3.159439824,579,169
Harris Corporation,5049,34,Information technology,2.415914734,586,153
CH Robinson Worldwide Inc.,9523,34,Industrials,3.317919227,575,174
Hormel Foods Corporation,10674,34,Consumer products,3.512711773,596,184
Jacobs Engineering Group Inc.,7036,34,Industrials,2.851949509,570,161
The J. M. Smucker Company,10543,34,Consumer products,3.491089801,563,181
"Patterson Companies, Inc.",3961,34,Health care,2.139840181,571,150
Pall Corporation,7439,34,Industrials,2.932487681,573,167
TripAdvisor Inc.,6957,34,Retailers,2.83589351,580,156
Reynolds American Inc.,24706,35,Consumer products,5.344168411,594,217
The AES Corporation,9389,35,Utilities,3.294492981,567,175
Express Scripts Holding Company,46959,35,Health care,7.367808629,581,239
"Marsh & McLennan Companies, Inc.",20532,35,Insurance,4.871857141,572,215
CA Technologies,11079,35,Information technology,3.578732178,567,188
"W.W. Grainger, Inc.",15643,35,Industrials,4.252447295,590,200
Fifth Third Bancorp,14170,35,Financials,4.04728551,588,182
Ross Stores Inc.,13052,35,Retailers,3.884341901,592,191
"Beam, Inc.",9808,35,Consumer products,3.367201806,585,174
"PetSmart, Inc.",6512,35,Retailers,2.743696776,577,162
"Total System Services, Inc.",4510,35,Information technology,2.283322141,576,150
Urban Outfitters Inc.,5949,35,Retailers,2.622411867,573,155
Molex Incorporated,4604,35,Information technology,2.306994582,582,150
Apache Corp.,29247,36,Energy,5.814596461,617,170
"United Parcel Service, Inc.",78736,36,Industrials,9.54037819,601,171
"Dominion Resources, Inc.",34641,36,Utilities,6.328111567,628,162
"The McGraw-Hill Companies, Inc.",14632,36,Financials,4.112735343,611,161
"Tyson Foods, Inc.",8427,36,Consumer products,3.121155555,622,149
Expeditors International of Washington Inc.,7535,36,Industrials,2.951348844,609,145
"Dollar Tree, Inc.",10563,36,Consumer products,3.494399519,611,152
International Game Technology,4289,36,Consumer products,2.226675549,607,139
Cintas Corporation,5431,36,Industrials,2.505640836,620,142
Equifax Inc.,6862,36,Industrials,2.81646445,604,150
"WPX Energy, Inc.",3405,36,Energy,1.983980847,598,145
Exxon Mobil Corporation,396968,37,Energy,21.42183484,617,199
"National Oilwell Varco, Inc.",28939,37,Energy,5.783898685,595,153
"Best Buy Co., Inc.",8795,37,Retailers,3.188576485,604,157
"Automatic Data Processing, Inc.",31167,37,Information technology,6.002420512,587,163
"Fiserv, Inc.",11436,37,Information technology,3.635933993,619,156
"Republic Services, Inc.",11781,37,Industrials,3.690370713,587,146
"Whole Foods Market, Inc.",15520,37,Retailers,4.235695929,630,150
Robert Half International Inc.,4993,37,Industrials,2.402479552,615,146
Legg Mason Inc.,4053,37,Financials,2.16454799,603,143
CVS Caremark Corporation,69489,38,Retailers,8.962660542,640,220
"Lorillard, Inc.",15598,38,Consumer products,4.246326412,651,177
Bed Bath & Beyond Inc.,14440,38,Retailers,4.085662737,652,164
Genuine Parts Company,12061,38,Consumer products,3.733967863,660,159
Tiffany & Co.,9014,38,Retailers,3.228030979,654,153
Fastenal Company,14918,38,Industrials,4.152735002,645,169
Abercrombie & Fitch Co.,3867,38,Retailers,2.114297046,643,154
CarMax Inc.,9670,38,Retailers,3.343429377,642,161
Iron Mountain Inc.,6929,38,Industrials,2.830180913,648,157
PerkinElmer Inc.,3807,38,Health care,2.097830308,639,150
Chevron Corporation,228869,39,Energy,16.26568671,655,198
Lowe's Companies Inc.,42430,39,Retailers,7.003504837,639,180
Humana Inc.,12327,39,Health care,3.774918807,636,169
Allergan Inc.,33550,39,Pharma,6.227664089,661,171
The Hershey Company,19103,39,Consumer products,4.699262495,628,174
"Dr Pepper Snapple Group, Inc.",9521,39,Consumer products,3.317570798,637,156
"The Home Depot, Inc.",105799,40,Retailers,11.05909779,669,223
Bank of America Corporation,132141,40,Financials,12.35940921,703,204
The Dow Chemical Company,37065,40,Materials,6.545772682,672,182
"The Gap, Inc.",17146,40,Retailers,4.45205301,672,170
Nordstrom Inc.,10825,40,Retailers,3.537470848,689,159
"ConAgra Foods, Inc.",14421,40,Consumer products,4.082973916,684,166
The Clorox Company,11441,40,Consumer products,3.63672875,680,174
Monster Beverage Corporation,8610,40,Consumer products,3.154862913,670,161
Pentair Ltd.,10811,40,Industrials,3.535182598,678,160
News Corp.,73032,41,Consumer products,9.188307352,680,205
Morgan Stanley,42628,41,Financials,7.019826778,686,187
The Charles Schwab Corporation,21524,41,Financials,4.988160382,690,174
BB&T Corporation,21263,42,Financials,4.957824926,715,173
Coventry Health Care Inc.,6503,42,Health care,2.741800139,707,169
Assurant Inc.,3614,42,Insurance,2.043962818,703,161
Comerica Incorporated,6493,42,Financials,2.739691223,722,162
Pfizer Inc.,209533,43,Pharma,15.5634234,727,191
Altria Group Inc.,70631,43,Consumer products,9.036007747,703,181
Newmont Mining Corporation,19378,43,Materials,4.732966089,697,167
CME Group Inc.,20098,43,Financials,4.820092115,725,169
Safeway Inc.,6072,43,Retailers,2.649383324,711,157
"SAIC, Inc.",4736,43,Information technology,2.339832473,708,163
"Fidelity National Information Services, Inc.",11532,43,Information technology,3.651163102,715,163
Baker Hughes Incorporated,19776,44,Energy,4.781323666,746,175
Sysco Corporation,20017,44,Consumer products,4.810369217,748,187
Apollo Group Inc.,1875,44,Consumer products,1.472243186,743,182
Visa Inc.,109944,45,Information technology,11.27365353,753,203
Northrop Grumman Corporation,16888,47,Industrials,4.418430491,782,207
Alcoa Inc.,8972,47,Materials,3.220501824,775,198
Avon Products Inc.,8906,48,Consumer products,3.208634601,808,200
Life Technologies Corporation,11168,48,Health care,3.593077789,815,208
Hess Corporation,24530,52,Energy,5.32509906,876,195
The Bank of New York Mellon Corporation,31942,52,Financials,6.076590491,868,205
SanDisk Corp.,13444,52,Information technology,3.942240987,880,185
"Mondelez International, Inc.",53767,53,Consumer products,7.883822169,885,206
Constellation Brands Inc.,8921,53,Consumer products,3.211335548,870,187
"Owens-Illinois, Inc.",4207,56,Materials,2.205287283,947,205
Marathon Oil Corporation,23252,58,Energy,5.184526208,967,205
"Actavis, Inc.",12565,64,Pharma,3.811186167,1075,199
TE Connectivity Ltd.,17340,65,Information technology,4.477168748,1081,207
"Hudson City Bancorp, Inc.",4210,65,Financials,2.206073435,1068,200
Freeport-McMoRan Copper & Gold Inc.,30791,66,Materials,5.966103921,1117,205
Vulcan Materials Company,6358,68,Materials,2.711060309,1106,195
"Harman International Industries, Incorporated",2906,72,Consumer products,1.832849148,1213,205
ConocoPhillips,72417,74,Energy,9.149538349,1254,203
SLM Corporation,9026,74,Financials,3.230178942,1239,188
"Motorola Solutions, Inc.",17202,80,Information technology,4.459317437,1351,205
AutoNation Inc.,5119,85,Retailers,2.432604366,1414,205
Jabil Circuit Inc.,3670,88,Information technology,2.059737847,1479,205
Goodyear Tire & Rubber Co.,3052,92,Consumer products,1.878326915,1545,205
